"parking_space_id","parking_id","internal_id","is_occupied","parking_spot_type","is_reserved"
"010b0c8c-6528-4b54-ace5-f838e9267b47","af53ce5b-2e71-4d62-8e6e-bc3c60d6207d",13,False,"REGULAR",False
"010cc058-f717-4ba9-8c23-601211d967fc","6217c385-6c51-4f3c-be8d-b580df152032",8,False,"REGULAR",False
"0113f1b3-0c47-4f73-b3fa-ccc68ddae26e","04c4fb16-9146-4885-8385-20ad08165107",38,False,"REGULAR",False
"0114da10-4ca4-4564-94f8-c253c6b00d7b","8f6434e4-61c7-4be5-b97e-9b46c94d8cfa",36,False,"REGULAR",False
"011a94a3-47b7-4e79-b365-6557140767c9","9a5fd62d-b6e2-4a37-beba-00e2697d5a7a",53,False,"ELECTRIC_VEHICLE",False
"0121827c-da0f-4567-b28e-54eea0b3a0d3","e7fd86d2-2d39-4e41-9355-014d3fd7b21c",6,False,"REGULAR",False
"0128b89a-609b-4954-ac8b-841c8f332bdc","6217c385-6c51-4f3c-be8d-b580df152032",9,False,"REGULAR",False
"0137b2c5-eaec-404b-8f5f-e2bb4ce04ce4","6b9e9b69-d7cd-4d5e-9911-1c0be8207d71",12,False,"REGULAR",False
"013e5eac-77e1-4665-882b-0d26e9ce7270","9808aa6e-3417-4c3c-b527-5ed01be3aee1",21,False,"ELECTRIC_VEHICLE",False
"013eaf52-6215-455e-a176-4634397eeeff","b2e27978-5c0f-4f77-9e12-b38cb9b7b358",31,False,"REGULAR",False
"013f5a07-0d36-4465-a9ac-4fdba6389e22","8b2fea59-2ead-43f9-9b03-dd6fe1c41c68",35,False,"REGULAR",False
"0140cacf-13b3-4a86-8754-201f8db6b2f3","d58bb2be-847c-4ad3-94bd-38a46bdf3922",7,False,"REGULAR",False
"01447574-e9f8-4e87-8527-ab090f4fb653","ad97421f-ec52-400b-b86b-f185f237b8b2",6,False,"REGULAR",False
"014966aa-69cd-42a3-b372-5c89ca3058d4","55ea885f-8f4d-462a-98eb-c46942ee3a63",45,False,"REGULAR",False
"014a18f0-9a01-4662-9f6d-e5e2336eb42a","b29309f4-fb9d-4c7b-926d-c843754bf849",51,False,"REGULAR",False
"01562370-136e-463d-9b6f-e0819fccf5ac","f1c6a95a-20e8-4a20-bf66-d6c7ee13439b",7,False,"REGULAR",False
"0156aa80-6ecb-4fac-9d98-0e3bd84444cd","8d2bd656-4e1e-4656-8c02-8d4949e4d6a7",41,False,"REGULAR",False
"015c0a16-8306-4a6a-953e-61bc50ed3762","0c5f3e91-ca56-4677-a2e7-714b2b7a63eb",25,False,"REGULAR",False
"017b2570-343f-43de-b104-de9de5aae2c4","be71d4eb-0e59-4a3d-825b-6e304e1b0086",48,False,"REGULAR",False
"01800ee8-7645-4f2d-a5ec-101b7c1ac188","fa57e4b1-d6f5-4231-8942-7600af63d971",13,False,"REGULAR",False
"018683cb-70d3-4782-9176-9d324f55d425","70decf86-23b6-43af-a7bc-00ffa76bc7d1",56,False,"MOTORCYCLE",False
"018969e4-ce00-4661-a63c-3085556ae75a","2880c8b5-1535-418b-b64b-aec52047a072",16,False,"REGULAR",False
"0189aed1-1d5c-4a74-b1d1-e15cccc325e4","e5e87daa-adf3-45d1-83c8-85396f602193",12,False,"REGULAR",False
"01961bee-5f3b-4d4e-9d7e-0d114370418f","a693e7b6-ee22-4650-b73c-fe753d69b8e8",27,False,"REGULAR",False
"019a08ff-9258-417f-8067-1b0b0a0f9385","8ccdfad3-34da-431b-a23c-bbe130aa6f58",32,False,"ELECTRIC_VEHICLE",False
"01a771a1-f4f8-445a-a762-2c831c1d455c","85de1003-0b24-4aba-b284-6b34f75b0d33",81,False,"ELECTRIC_VEHICLE",False
"01a87c20-4eb9-4ce6-ae6f-06fd92642fd4","0a521036-e60f-4894-97bb-8b957ebed15b",8,False,"REGULAR",False
"01ac88d2-7831-482e-9489-7a436f534c17","69b1df8b-7687-4bdb-8a1b-1beb6d10d4c1",10,False,"REGULAR",False
"01b10fbd-bc62-4248-b1d0-0393985235f8","a0b5b8c1-5f90-490b-9fce-d95b6e368d5d",5,False,"REGULAR",False
"01b27734-97f1-4c6c-ad62-20216929d4e2","4d66c6a5-d3fa-47bd-8edd-5818f6197531",36,False,"REGULAR",False
"01b4840e-0cd0-4a88-9ab2-5c748d36f6d1","0f515b29-5989-4fc9-b3f0-3106e0118ebd",51,False,"REGULAR",False
"01b79dbd-5870-4923-83c1-277db105ddbd","75333a6f-d367-4138-8cf5-fa719c40ccb5",5,False,"REGULAR",False
"01bf5feb-6ba9-43ea-860f-db0cf88dac43","82e3e4bc-b810-4931-a136-fd06e0c21774",16,False,"REGULAR",False
"01c792b0-1c22-4028-b1bb-0f9d8d54673d","48e41fe1-9f7b-49f9-b573-485b6254ecdd",22,False,"MOTORCYCLE",False
"01c8fc29-55b0-434c-90c8-82d59a925a0c","af219a1e-589b-4c56-b8c3-a370e167b4aa",77,False,"MOTORCYCLE",False
"01cb8a13-c8f5-4eaa-ab1f-579d59ccff8e","7d24572d-6044-4c72-9911-105c43bc3327",44,False,"REGULAR",False
"01cf74c9-d90e-41ba-8210-685833f92d1d","9a5fd62d-b6e2-4a37-beba-00e2697d5a7a",9,False,"REGULAR",False
"01d2a4df-d1f0-4e0b-851f-1ed7107682e2","00fee922-5a19-4d1c-b95f-6eb7ec75ad73",89,False,"MOTORCYCLE",False
"01dc5c30-ac58-4537-bab7-219ecd2c81a0","7e963877-8d3f-477c-a2f1-8369070a8f6f",48,False,"REGULAR",False
"01e2dd9b-c106-4add-ab7a-38ca32ea93ee","90f05e89-48b1-4c92-b9e1-5f205d0a9fa8",23,False,"REGULAR",False
"01e46df3-caa2-4ca7-92c6-3faa01f3a04d","e0bf9d1b-ad75-4f8c-b78a-cdd63ef06163",2,False,"REGULAR",False
"01e809d6-41d0-4bf0-9578-8153d49d6aab","7d24572d-6044-4c72-9911-105c43bc3327",3,False,"REGULAR",False
"01e9b10b-0bea-4356-90bb-921c53ba9de5","a693e7b6-ee22-4650-b73c-fe753d69b8e8",17,False,"REGULAR",False
"01ee0f97-1272-4a1c-9922-92669d16e446","1ec75a2f-5276-4c05-968b-25c24966e6b0",52,False,"REGULAR",False
"01f48c90-3263-4800-b2c8-4aacf0dec387","dfde3bc4-8625-4abf-ba53-33993be12923",28,False,"REGULAR",False
"01f6507c-7a02-4a29-abbf-ecec855fff0f","b0cbf436-359a-4b8e-98c6-abe6252bf482",5,False,"REGULAR",False
"01f78757-5467-4b9b-a817-22e9e9d28f22","1910253e-5440-49ae-abae-567bc8e08662",31,False,"REGULAR",False
"01fdbbfb-e098-4342-83c2-0412a642fbb3","cb4edaf5-1506-40ec-91ee-0d566474887a",6,False,"REGULAR",False
"0203c647-bcda-4d0c-a53d-d4469d998e21","1ec979fe-7e44-497e-940f-c9ec0bd3a66b",65,False,"REGULAR",False
"0206d45b-adfd-46a3-8d95-50d697e44300","1dc90031-92bf-4b6a-bc52-3d90b514ca5e",18,False,"REGULAR",False
"0211ed5d-02da-4a3c-93a5-c5086d9c1b55","cd9ced24-57f5-4fe0-9964-86ee28301ee8",25,False,"REGULAR",False
"02120e60-5ff9-4bc2-bafc-bc747f51e19d","233efde7-50e1-417e-a743-378c18da3e7e",36,False,"REGULAR",False
"0214f064-847a-4479-a2a5-8678fd69d84a","70b08561-c829-42cf-a5d3-ff6e3cf8664a",54,False,"MOTORCYCLE",False
"0221e96a-3afe-4887-a879-f5ae83b7934b","00fee922-5a19-4d1c-b95f-6eb7ec75ad73",69,False,"REGULAR",False
"02233bba-ab35-41e9-838b-d97a96fee5f0","7e963877-8d3f-477c-a2f1-8369070a8f6f",45,False,"REGULAR",False
"0223677d-b52b-42be-866e-497c0072018b","f4cd0f94-53bc-47ff-b843-ffffc0a8e2fd",56,False,"REGULAR",False
"0223f107-fd60-4df9-b30a-918515b31869","af53ce5b-2e71-4d62-8e6e-bc3c60d6207d",51,False,"HANDICAPPED",False
"023056a3-0fd3-453f-bf4c-8e7465b3705f","431a1fd2-edfa-4d3e-ab9f-92cd9cbfeba4",16,False,"REGULAR",False
"0232451c-fb8a-425c-9a70-2bb94057ce50","fc824182-b3f4-463b-b7b1-5327f7da94ce",4,False,"REGULAR",False
"0249221c-ded2-4a23-adda-c969f6b14c97","fc8a78ab-2df9-48d3-ab26-f4d06c6694d4",52,False,"REGULAR",False
"0250c61f-16e1-4d13-a189-0df3606cb5aa","b2e27978-5c0f-4f77-9e12-b38cb9b7b358",51,False,"MOTORCYCLE",False
"025669c4-bf49-472e-bd3e-1bf93a286669","b35610e1-ca7c-472a-9a3a-f8cda30cb135",69,False,"HANDICAPPED",False
"025c4efe-050d-462a-a045-9c038d7d7a21","d7f3f0cf-b2be-4a9c-a62d-479e2ba706c8",13,False,"REGULAR",False
"02611eec-c647-4400-aed6-961f0c704631","56d5402d-05e8-4d07-9bf8-ae7e0aec1063",22,False,"REGULAR",False
"0261d8b0-7aae-4857-b88c-fc3f43b13906","6910ae86-6861-43f1-9282-4bc58a191981",13,False,"REGULAR",False
"026435b3-a5da-4efe-b82c-83afdf2745f8","d799dac8-b99c-4fa5-b4fa-139c6897b9be",59,False,"REGULAR",False
"0267ba4e-52c7-409d-8803-269f08395fa8","33eb910d-0b70-4027-945a-eabce0758038",13,False,"REGULAR",False
"02680102-d068-44c3-857e-5f7f80543c17","be71d4eb-0e59-4a3d-825b-6e304e1b0086",13,False,"REGULAR",False
"02685dae-cf34-4524-9e17-0326fa2ff04c","d8ad8b13-8388-4360-a0a2-abf0bad5c41e",62,False,"REGULAR",False
"0279b29c-47d9-4a0e-865d-acfe6a67bba7","85de1003-0b24-4aba-b284-6b34f75b0d33",34,False,"REGULAR",False
"02885f62-1e37-47e7-85af-4fcb3136561a","844aa962-165b-4905-90b1-08a403076247",33,False,"REGULAR",False
"0288a3f1-c25e-42c8-9274-628c323002c7","ddc138dc-bed3-447b-aeb5-20f086d2a693",43,False,"REGULAR",False
"028dcab8-684c-4864-b0e6-8a652f33fb35","e0bf9d1b-ad75-4f8c-b78a-cdd63ef06163",35,False,"REGULAR",False
"028ffcfd-acb7-4819-a794-ba36829b9e8a","1b68b637-3d8f-440c-8bbf-2944523b311f",38,False,"REGULAR",False
"0294bffc-c57a-4ba8-8640-e7cebe6c4f05","ae7dd895-ad93-4afb-a4e3-1fa941877c2c",50,False,"REGULAR",False
"02a77f1f-b85d-4f3c-9583-f2b4411eadfe","92e223bb-a559-453a-908f-c7d4b40d5214",1,False,"REGULAR",False
"02ac4c04-46be-4b2e-874c-ad0d21f98ec0","806f1d95-1fee-4ffe-b391-243e6961cf92",23,False,"REGULAR",False
"02b539fc-a67e-4807-b6db-e32e2b1787de","efb3f68e-d9e1-49da-a5d4-4c958d97900b",34,False,"REGULAR",False
"02b57b4a-6084-475d-9a3c-d5fb081da830","621596ce-698c-41ac-a082-bce643e9bb41",60,False,"REGULAR",False
"02bf42e8-8a97-4605-985b-1d54fd7c555d","eb81447b-daa0-44cf-8455-cd819558ff51",55,False,"REGULAR",False
"02c04609-1e45-4627-8707-484282ba60f3","fd6a1955-f686-44ab-88b8-23dcbfe237ea",47,False,"REGULAR",False
"02c9c680-8701-4039-a535-c558fdfcfc68","b35610e1-ca7c-472a-9a3a-f8cda30cb135",3,False,"REGULAR",False
"02d712bd-3506-4b1b-96fe-121d750c23d7","be71d4eb-0e59-4a3d-825b-6e304e1b0086",3,False,"REGULAR",False
"02de31c4-557c-4739-bc88-1a6b4ec54a9b","85de1003-0b24-4aba-b284-6b34f75b0d33",59,False,"REGULAR",False
"02e6da0b-0278-42af-acfb-4fe0f8e8878b","de88a012-9caa-4d61-aa56-1c6d99440607",7,False,"REGULAR",False
"02e980b2-83e9-4255-bf47-c8252683ea92","e5bfd7df-ef50-421d-a675-a213778cbcb1",45,False,"MOTORCYCLE",False
"02ec5926-0556-4f3b-94c7-4fd4ba832d96","6b9e9b69-d7cd-4d5e-9911-1c0be8207d71",66,False,"REGULAR",False
"02ec9215-0b5a-45ad-a57c-034c51d7644a","a4f1dd6a-319c-457d-99d6-edcf97161036",65,False,"REGULAR",False
"02ecd6eb-64f9-4f2c-a3c9-cab9933deb27","fc824182-b3f4-463b-b7b1-5327f7da94ce",1,False,"REGULAR",False
"02f9eded-48f2-4a4f-ae14-a8ec58a55832","969418f7-e8b6-4032-b91a-2be934a86f66",3,False,"REGULAR",False
"02fd0cfd-ab05-4e5b-8e20-a4aa65b8beaa","99c588a4-0437-4372-93c3-4338777a25a3",8,False,"REGULAR",False
"0303fe40-af22-4ddc-a516-4ee339bb22e0","cd9b1463-1b99-44a8-ae70-2cdee66b11fb",79,False,"HANDICAPPED",False
"0304b942-cba7-460a-aea1-2d132248a21b","0d592005-1c11-42e8-a066-5f29acd7594b",15,False,"REGULAR",False
"03069617-6ab5-4aa8-824f-82f0635b5e0b","27186907-5fac-4f71-a822-d72bf1e17456",41,False,"REGULAR",False
"0312c206-b35f-4222-9be9-32685805fed4","cecc1db4-4f2b-4d10-9bb8-a37a728c72a2",53,False,"HANDICAPPED",False
"0313637d-88ec-44da-b0c0-1b1fc2f8ef9e","7819d7ed-3a4a-4f1b-a312-45171cd84587",35,False,"REGULAR",False
"031a0290-313a-46f1-b3cb-a1c3a9110eed","b29309f4-fb9d-4c7b-926d-c843754bf849",65,False,"MOTORCYCLE",False
"031e44a9-ef37-4db3-aa01-6a44aaa99493","e8d71ae0-fab6-4b7f-b1cc-576e3b5d6719",58,False,"REGULAR",False
"03235341-ab09-48df-b9cb-be3f10c3207b","4a9c345c-b208-4434-a537-fedb417d97d5",75,False,"MOTORCYCLE",False
"03256374-3baa-4df4-a5e5-f0d1483c1a60","efb3f68e-d9e1-49da-a5d4-4c958d97900b",59,False,"REGULAR",False
"0328637e-820d-430f-ab76-0f2626a32960","d7991d9c-a778-4bca-a951-ee347efbabd3",11,False,"REGULAR",False
"032bf3a4-825c-4a25-bbfb-c8d884ea7b44","4826e361-6fa8-4987-bf20-9e9a37f5dcd5",40,False,"REGULAR",False
"032f900d-23c6-45b8-8658-9ef33853abf0","ae7dd895-ad93-4afb-a4e3-1fa941877c2c",5,False,"REGULAR",False
"03310693-5c93-476d-82b0-340e33741800","75333a6f-d367-4138-8cf5-fa719c40ccb5",19,False,"REGULAR",False
"03317099-8413-40e3-a25e-0c75b3f9120f","cf319ba2-393f-4e1b-bb50-1434a15a1f2d",51,False,"REGULAR",False
"0332b3d3-e7ed-4d27-bb22-aa2553869c73","8d2bd656-4e1e-4656-8c02-8d4949e4d6a7",57,False,"REGULAR",False
"0334660e-a1f4-418c-9127-239f9dd0dc27","1739d017-a06d-4648-b41c-b5ba3d620e6c",35,False,"ELECTRIC_VEHICLE",False
"034251d6-adaa-4d82-bb9d-3adc0060363e","31118a5f-c1f8-4930-9eaa-310f2159a98e",33,False,"REGULAR",False
"03453312-7a77-4cc9-83f8-1c607f185b95","982ee595-1702-4e26-a04e-405d81bc00c1",37,False,"REGULAR",False
"034b15cb-fd67-42cd-943f-4f3de36e32c4","bf5e5d31-71fe-4113-bda1-bcd7ec840b75",5,False,"REGULAR",False
"03524414-2815-4f32-9d81-a888dfa877f9","6518dfab-1dcf-4b67-8586-859daace9146",54,False,"MOTORCYCLE",False
"0360e366-996f-4850-adc3-12d9a6620256","8da1b06c-981c-4629-805a-33b15868f2b9",7,False,"REGULAR",False
"0362d511-0a49-4fe8-95c5-283a5bb22418","cf3965c0-875f-44fc-9100-4b24d249489a",8,False,"REGULAR",False
"036b290b-455d-467d-aa90-bc2127ffcff2","b7cc7282-a223-4090-b093-e2f7d61c4cfd",60,False,"ELECTRIC_VEHICLE",False
"036e649e-4532-4bb7-af8f-3c63d8a98eb2","b2ba6718-68d4-4524-aa14-5416eff38664",66,False,"ELECTRIC_VEHICLE",False
"0371e5fd-0f02-49b6-8143-66f2f8de2526","27186907-5fac-4f71-a822-d72bf1e17456",51,False,"HANDICAPPED",False
"0375b81b-061c-4449-ab78-9b8eec1f785d","7d24572d-6044-4c72-9911-105c43bc3327",24,False,"REGULAR",False
"037679d2-a57b-4c58-a3f4-c47ee4551f1e","79c0cb55-3c7d-4ec0-a75d-74b7f9e215b2",15,False,"REGULAR",False
"037695c6-8aa5-4100-a049-7b64221c138a","36c41b34-52f2-456f-85c8-3eb9115be4f5",54,False,"REGULAR",False
"03856a20-2cf9-41d5-be21-035eec2b8d8f","dccdca0f-8603-41ff-9cb0-d81f0796d53e",44,False,"MOTORCYCLE",False
"038d272c-2ae6-448d-b162-3702cc4d7558","75b14dc3-1b04-49dd-9eea-0339000241c2",40,False,"ELECTRIC_VEHICLE",False
"039686c8-c305-493b-9257-b58b5f25b5dc","e0bf9d1b-ad75-4f8c-b78a-cdd63ef06163",46,False,"MOTORCYCLE",False
"0396c9d5-45f2-47cc-911f-a26918053007","98f2af7d-76ea-436a-9617-96e5eae391dd",50,False,"VIP",False
"03a23ef9-59b5-452d-aaef-2bf4a8558849","7fbbe585-8e42-4ea0-b86f-e4deb9285573",21,False,"REGULAR",False
"03a5cfb9-7c51-432e-a888-85a327a92fec","88060ff3-b5db-408d-b304-553d6ced76b9",18,False,"REGULAR",False
"03b1264e-6cd4-4d0e-8a60-27e770eec0b4","8da1b06c-981c-4629-805a-33b15868f2b9",81,False,"VIP",False
"03b497a6-6e51-4cda-9f6f-b0f107560d0e","18759271-fb8b-4dd1-977e-332390531335",71,False,"ELECTRIC_VEHICLE",False
"03b50b75-1808-49c8-b427-3fd6c26beddb","233efde7-50e1-417e-a743-378c18da3e7e",7,False,"REGULAR",False
"03b54daf-34ea-4305-bf7b-96c84c648599","94438ddd-2d37-45c2-940a-c6ea491a4438",13,False,"REGULAR",False
"03cbdfae-52b6-42b9-b7be-3ba3b56fd094","ed6ca852-5265-4c58-98a0-34b1f6c7a377",1,False,"REGULAR",False
"03cf162d-9336-452d-a5c1-b95218306a41","85d7249e-c8d2-4a0c-acab-7fe5083341f5",63,False,"REGULAR",False
"03da1b64-00d6-41ae-8c80-ff3dd9c3a5c9","7fe7d37d-bd4e-43c2-bdcb-43fa6bdb56dc",17,False,"REGULAR",False
"03e57e20-3109-42da-b159-1fe4d4a68268","7e963877-8d3f-477c-a2f1-8369070a8f6f",41,False,"REGULAR",False
"03e6c634-7b2c-40f0-b65a-5b5c38a8c6d4","5a280be6-78ad-48f0-a64e-bce199e1b35f",14,False,"REGULAR",False
"03ea2e69-d736-46e1-92ea-92d3a0cd2052","8d2bd656-4e1e-4656-8c02-8d4949e4d6a7",22,False,"REGULAR",False
"03ea8f92-fe34-4b07-85b9-f898f4f212cc","a693e7b6-ee22-4650-b73c-fe753d69b8e8",9,False,"REGULAR",False
"03ee37ac-ce3d-448d-a380-c6820d793262","fc824182-b3f4-463b-b7b1-5327f7da94ce",74,False,"VIP",False
"03f3b880-1da6-47de-9026-524cd0cece13","27186907-5fac-4f71-a822-d72bf1e17456",54,False,"MOTORCYCLE",False
"03f40f6d-8cc8-4ed3-9607-6871df0b6f05","1ec75a2f-5276-4c05-968b-25c24966e6b0",28,False,"REGULAR",False
"03fd90d5-be98-4836-8159-94e9a5b7f58f","d76f97d2-703e-451d-9396-9074317bcaf1",19,False,"REGULAR",False
"04062bb9-1b5b-423f-84a8-d14be27a9b04","913a30f7-54d1-4b87-968e-4233e0d0fd43",40,False,"VIP",False
"040f6c73-3857-4878-b332-a172242024e1","844aa962-165b-4905-90b1-08a403076247",52,False,"ELECTRIC_VEHICLE",False
"04140a0a-fb63-43fb-bd8e-b2026cb5c75f","dccdca0f-8603-41ff-9cb0-d81f0796d53e",22,False,"REGULAR",False
"041c6586-04d0-4c87-b9e8-7869fadee730","fd6a1955-f686-44ab-88b8-23dcbfe237ea",33,False,"REGULAR",False
"041db57e-d0f2-4be3-821f-f9b64bfd0b56","cd9ced24-57f5-4fe0-9964-86ee28301ee8",46,False,"REGULAR",False
"04247133-2c7c-4b6e-b2d1-725295e2c541","5c0097f3-2cca-4588-96aa-6dea389f02dc",37,False,"REGULAR",False
"042528b9-be0e-440c-ac9a-76a252d7bb51","982ee595-1702-4e26-a04e-405d81bc00c1",44,False,"VIP",False
"04290866-cab5-4f30-9dea-a26048828c48","b35610e1-ca7c-472a-9a3a-f8cda30cb135",7,False,"REGULAR",False
"042d067d-5dee-42ab-86c0-8dadf98258f8","770e331f-02ad-474f-a22d-25beeb03adc2",51,False,"REGULAR",False
"042fdad8-7e1d-4ce5-b98f-eab9938e3fa5","467373e1-f004-4106-b285-a667bb094721",15,False,"REGULAR",False
"04429311-945c-4698-8d32-00af564134ec","04c4fb16-9146-4885-8385-20ad08165107",71,False,"REGULAR",False
"044305df-b791-4c00-8d11-80e85a7d7c4d","d58bb2be-847c-4ad3-94bd-38a46bdf3922",17,False,"REGULAR",False
"044a706e-e8a0-45ac-9647-bc1907a98ac6","85de1003-0b24-4aba-b284-6b34f75b0d33",50,False,"REGULAR",False
"044d83fc-35dc-49d0-9e0c-954c1f950506","803c29ff-0d99-4ecc-909a-674277514b55",29,False,"MOTORCYCLE",False
"044f6f75-4574-46f1-9b0d-895a25286a6a","27186907-5fac-4f71-a822-d72bf1e17456",52,False,"MOTORCYCLE",False
"0451cefe-802e-4fea-94e7-3cc1c337955e","2b29c0af-f63c-4a83-93e0-5f9bb6323333",29,False,"REGULAR",False
"0452675c-3ac6-4666-a7f9-1712422776c5","9dc09858-404b-4587-9283-68ccd9c8f097",7,False,"REGULAR",False
"0452e0a1-e821-4a8a-8d1e-110b14c1a414","844aa962-165b-4905-90b1-08a403076247",49,False,"MOTORCYCLE",False
"045959c0-1ee6-4a93-a00f-94b5c295f277","70d97a60-5f31-4797-8429-c15d45cffda6",4,False,"REGULAR",False
